Doctor_Name,Speciality,Clinic_Name,Clinic_Address,Clinic_City,Clinic_State,Clinic_Pincode,Doctor_Address,Doctor_City,Doctor_State,Doctor_Pincode
Dr. Rakesh Saxena,Gynecologist,Saxena Healthcare Clinic,"7, Bazaar Model, Ahmedabad",Ahmedabad,Gujarat,385706,"214, Lane Model, Ahmedabad",Ahmedabad,Gujarat,385780
Dr. Parminder Brar,Endocrinologist,Brar Healthcare Clinic,"86, Road Gandhi, Lucknow",Lucknow,Uttar Pradesh,220030,"410, Road Rajiv, Lucknow",Lucknow,Uttar Pradesh,220578
Dr. Kavita Subramanian,General Physician,Subramanian Healthcare Clinic,"112, Colony Green, Delhi",Delhi,Delhi,118581,"90, Lane Green, Delhi",Delhi,Delhi,116241
Dr. Ramesh Menon,Psychiatrist,Menon Healthcare Clinic,"212, Nagar Gandhi, Indore",Indore,Madhya Pradesh,459122,"264, Colony Rajiv, Indore",Indore,Madhya Pradesh,453978
Dr. Peter Rodrigues,Gastroenterologist,Rodrigues Healthcare Clinic,"259, Bazaar Shastri, Indore",Indore,Madhya Pradesh,451099,"288, Enclave Model, Indore",Indore,Madhya Pradesh,451049
Dr. Amit Saxena,Nephrologist,Saxena Healthcare Clinic,"239, Lane Garden, Bengaluru",Bengaluru,Karnataka,560491,"415, Layout Fort, Bengaluru",Bengaluru,Karnataka,566945
Dr. Navjot Sandhu,Endocrinologist,Sandhu Healthcare Clinic,"246, Colony Hill, Lucknow",Lucknow,Uttar Pradesh,221206,"333, Layout Shastri, Lucknow",Lucknow,Uttar Pradesh,226785
Dr. Parveen Beg,Dentist,Beg Healthcare Clinic,"6, Layout Model, Indore",Indore,Madhya Pradesh,458050,"313, Sector Shastri, Indore",Indore,Madhya Pradesh,459850
Dr. Aamir Qureshi,Pulmonologist,Qureshi Healthcare Clinic,"112, Enclave Model, Bhopal",Bhopal,Madhya Pradesh,461763,"338, Layout Shastri, Bhopal",Bhopal,Madhya Pradesh,464111
Dr. Irfan Chaudhary,ENT Specialist,Chaudhary Healthcare Clinic,"232, Nagar Garden, Surat",Surat,Gujarat,395608,"25, Layout Rajiv, Surat",Surat,Gujarat,396048
Dr. Baljit Bajwa,Plastic Surgeon,Bajwa Healthcare Clinic,"234, Nagar Shastri, Mumbai",Mumbai,Maharashtra,406521,"169, Colony Green, Mumbai",Mumbai,Maharashtra,404785
Dr. Christopher D’Souza,Nephrologist,D’Souza Healthcare Clinic,"82, Layout Hill, Bhopal",Bhopal,Madhya Pradesh,468237,"461, Colony Rajiv, Bhopal",Bhopal,Madhya Pradesh,461209
Dr. Farah Pathan,Gastroenterologist,Pathan Healthcare Clinic,"227, Lane Fort, Chandigarh",Chandigarh,Chandigarh,164394,"295, Nagar Model, Chandigarh",Chandigarh,Chandigarh,166552
Dr. Rakesh Pandey,Ophthalmologist,Pandey Healthcare Clinic,"178, Colony Hill, Surat",Surat,Gujarat,392728,"491, Colony Fort, Surat",Surat,Gujarat,391778
Dr. John Dias,Gastroenterologist,Dias Healthcare Clinic,"68, Road Hill, Delhi",Delhi,Delhi,114317,"298, Road Model, Delhi",Delhi,Delhi,114194
Dr. Sana Chaudhary,Rheumatologist,Chaudhary Healthcare Clinic,"40, Layout Hill, Patna",Patna,Bihar,808782,"433, Bazaar Central, Patna",Patna,Bihar,805569
Dr. Rajesh Tiwari,Orthopedic Surgeon,Tiwari Healthcare Clinic,"178, Bazaar Lake, Bhopal",Bhopal,Madhya Pradesh,468447,"97, Colony Model, Bhopal",Bhopal,Madhya Pradesh,469245
Dr. Parveen Qureshi,Endocrinologist,Qureshi Healthcare Clinic,"60, Road Gandhi, Delhi",Delhi,Delhi,112526,"327, Lane Rajiv, Delhi",Delhi,Delhi,116800
Dr. Gurpreet Pannu,ENT Specialist,Pannu Healthcare Clinic,"210, Sector Hill, Pune",Pune,Maharashtra,418072,"274, Sector Lake, Pune",Pune,Maharashtra,412225
Dr. Sunita Sharma,Psychiatrist,Sharma Healthcare Clinic,"282, Nagar Gandhi, Ahmedabad",Ahmedabad,Gujarat,382587,"6, Bazaar Fort, Ahmedabad",Ahmedabad,Gujarat,387810
Dr. Simran Bajwa,Gynecologist,Bajwa Healthcare Clinic,"103, Lane Model, Delhi",Delhi,Delhi,114837,"397, Road Hill, Delhi",Delhi,Delhi,113666
Dr. Jaspreet Dhillon,Pulmonologist,Dhillon Healthcare Clinic,"236, Nagar Garden, Delhi",Delhi,Delhi,110041,"178, Bazaar Central, Delhi",Delhi,Delhi,118034
Dr. Shabana Dar,Rheumatologist,Dar Healthcare Clinic,"245, Sector Central, Coimbatore",Coimbatore,Tamil Nadu,644270,"201, Lane Model, Coimbatore",Coimbatore,Tamil Nadu,649847
Dr. Sneha Rangan,Dentist,Rangan Healthcare Clinic,"175, Road Fort, Delhi",Delhi,Delhi,119007,"335, Lane Model, Delhi",Delhi,Delhi,110820
Dr. Khalid Beg,Rheumatologist,Beg Healthcare Clinic,"30, Colony Central, Chennai",Chennai,Tamil Nadu,603479,"49, Colony Garden, Chennai",Chennai,Tamil Nadu,602885
Dr. Navjot Gill,ENT Specialist,Gill Healthcare Clinic,"254, Sector Rajiv, Jaipur",Jaipur,Rajasthan,309233,"168, Sector Green, Jaipur",Jaipur,Rajasthan,300231
Dr. Vikram Tripathi,Pediatrician,Tripathi Healthcare Clinic,"240, Sector Rajiv, Indore",Indore,Madhya Pradesh,450419,"37, Sector Rajiv, Indore",Indore,Madhya Pradesh,457385
Dr. Shankar Balakrishnan,ENT Specialist,Balakrishnan Healthcare Clinic,"201, Lane Model, Jaipur",Jaipur,Rajasthan,305063,"373, Lane Green, Jaipur",Jaipur,Rajasthan,303997
Dr. Rajinder Sandhu,Gastroenterologist,Sandhu Healthcare Clinic,"284, Road Gandhi, Mumbai",Mumbai,Maharashtra,403451,"55, Enclave Garden, Mumbai",Mumbai,Maharashtra,406192
Dr. Gurpreet Pannu,Psychiatrist,Pannu Healthcare Clinic,"56, Layout Rajiv, Kolkata",Kolkata,West Bengal,705736,"151, Colony Hill, Kolkata",Kolkata,West Bengal,704147
Dr. Ramesh Nair,Pediatrician,Nair Healthcare Clinic,"299, Sector Model, Bengaluru",Bengaluru,Karnataka,565789,"308, Road Rajiv, Bengaluru",Bengaluru,Karnataka,569467
Dr. Irfan Dar,Oncologist,Dar Healthcare Clinic,"93, Enclave Garden, Bengaluru",Bengaluru,Karnataka,567347,"319, Sector Model, Bengaluru",Bengaluru,Karnataka,562285
Dr. Shankar Balakrishnan,Ophthalmologist,Balakrishnan Healthcare Clinic,"240, Bazaar Fort, Surat",Surat,Gujarat,390594,"324, Bazaar Shastri, Surat",Surat,Gujarat,398578
Dr. John D’Souza,General Physician,D’Souza Healthcare Clinic,"9, Layout Garden, Lucknow",Lucknow,Uttar Pradesh,227706,"282, Layout Hill, Lucknow",Lucknow,Uttar Pradesh,227555
Dr. Nadeem Qureshi,Cardiologist,Qureshi Healthcare Clinic,"52, Layout Fort, Kochi",Kochi,Kerala,683912,"83, Layout Garden, Kochi",Kochi,Kerala,687335
Dr. Sunita Tripathi,Endocrinologist,Tripathi Healthcare Clinic,"262, Colony Rajiv, Pune",Pune,Maharashtra,417731,"63, Enclave Green, Pune",Pune,Maharashtra,419162
Dr. Naveen Pandey,Pediatrician,Pandey Healthcare Clinic,"115, Nagar Gandhi, Pune",Pune,Maharashtra,417698,"261, Bazaar Rajiv, Pune",Pune,Maharashtra,415588
Dr. Parminder Dhillon,Ophthalmologist,Dhillon Healthcare Clinic,"37, Colony Hill, Coimbatore",Coimbatore,Tamil Nadu,649054,"311, Colony Rajiv, Coimbatore",Coimbatore,Tamil Nadu,643730
Dr. Sunita Dwivedi,Ophthalmologist,Dwivedi Healthcare Clinic,"225, Road Rajiv, Indore",Indore,Madhya Pradesh,455857,"258, Colony Model, Indore",Indore,Madhya Pradesh,450211
Dr. Suresh Iyer,Endocrinologist,Iyer Healthcare Clinic,"251, Lane Gandhi, Chandigarh",Chandigarh,Chandigarh,169742,"447, Colony Green, Chandigarh",Chandigarh,Chandigarh,169782
Dr. Manjit Dhillon,ENT Specialist,Dhillon Healthcare Clinic,"239, Nagar Model, Indore",Indore,Madhya Pradesh,456633,"145, Bazaar Lake, Indore",Indore,Madhya Pradesh,454239
Dr. Farah Pathan,ENT Specialist,Pathan Healthcare Clinic,"232, Enclave Shastri, Pune",Pune,Maharashtra,415823,"228, Road Green, Pune",Pune,Maharashtra,418490
Dr. Joseph Lobo,Neurologist,Lobo Healthcare Clinic,"294, Sector Gandhi, Surat",Surat,Gujarat,398529,"188, Nagar Gandhi, Surat",Surat,Gujarat,391838
Dr. Arshad Chaudhary,Psychiatrist,Chaudhary Healthcare Clinic,"279, Enclave Gandhi, Pune",Pune,Maharashtra,415239,"236, Bazaar Green, Pune",Pune,Maharashtra,416888
Dr. Harpreet Brar,Dermatologist,Brar Healthcare Clinic,"273, Sector Garden, Surat",Surat,Gujarat,398922,"104, Layout Gandhi, Surat",Surat,Gujarat,399550
Dr. Lakshmi Rangan,ENT Specialist,Rangan Healthcare Clinic,"91, Lane Central, Mumbai",Mumbai,Maharashtra,408341,"488, Bazaar Rajiv, Mumbai",Mumbai,Maharashtra,404073
Dr. Yusuf Syed,General Physician,Syed Healthcare Clinic,"106, Colony Model, Pune",Pune,Maharashtra,414925,"320, Enclave Shastri, Pune",Pune,Maharashtra,414569
Dr. Sana Khan,ENT Specialist,Khan Healthcare Clinic,"163, Enclave Lake, Bengaluru",Bengaluru,Karnataka,568691,"481, Colony Fort, Bengaluru",Bengaluru,Karnataka,563151
Dr. Rebecca Fernandes,General Physician,Fernandes Healthcare Clinic,"138, Colony Lake, Hyderabad",Hyderabad,Telangana,501452,"194, Nagar Hill, Hyderabad",Hyderabad,Telangana,506384
Dr. Shankar Rangan,Gastroenterologist,Rangan Healthcare Clinic,"129, Lane Fort, Chandigarh",Chandigarh,Chandigarh,162946,"488, Layout Lake, Chandigarh",Chandigarh,Chandigarh,160402
Dr. Shankar Pillai,Dentist,Pillai Healthcare Clinic,"287, Lane Shastri, Coimbatore",Coimbatore,Tamil Nadu,646770,"270, Nagar Garden, Coimbatore",Coimbatore,Tamil Nadu,643100
Dr. Meena Saxena,Gynecologist,Saxena Healthcare Clinic,"47, Colony Model, Jaipur",Jaipur,Rajasthan,302285,"262, Sector Fort, Jaipur",Jaipur,Rajasthan,303038
Dr. Shabana Dar,Dentist,Dar Healthcare Clinic,"257, Enclave Green, Chennai",Chennai,Tamil Nadu,605598,"189, Road Gandhi, Chennai",Chennai,Tamil Nadu,608833
Dr. Joseph Lobo,Plastic Surgeon,Lobo Healthcare Clinic,"123, Nagar Green, Kochi",Kochi,Kerala,680058,"27, Layout Central, Kochi",Kochi,Kerala,686591
Dr. Arvind Reddy,Gynecologist,Reddy Healthcare Clinic,"78, Bazaar Lake, Kochi",Kochi,Kerala,683125,"168, Road Garden, Kochi",Kochi,Kerala,680148
Dr. Sana Dar,Plastic Surgeon,Dar Healthcare Clinic,"185, Lane Gandhi, Patna",Patna,Bihar,806989,"425, Bazaar Shastri, Patna",Patna,Bihar,801513
Dr. Kavita Pillai,Dermatologist,Pillai Healthcare Clinic,"214, Colony Hill, Kochi",Kochi,Kerala,686681,"465, Enclave Fort, Kochi",Kochi,Kerala,684786
Dr. Lakshmi Subramanian,Endocrinologist,Subramanian Healthcare Clinic,"269, Colony Model, Mumbai",Mumbai,Maharashtra,400332,"296, Colony Central, Mumbai",Mumbai,Maharashtra,408919
Dr. Manjit Pannu,Physiotherapist,Pannu Healthcare Clinic,"203, Lane Model, Lucknow",Lucknow,Uttar Pradesh,226437,"108, Nagar Fort, Lucknow",Lucknow,Uttar Pradesh,223315
Dr. Arvind Balakrishnan,Oncologist,Balakrishnan Healthcare Clinic,"22, Nagar Lake, Patna",Patna,Bihar,802583,"382, Bazaar Shastri, Patna",Patna,Bihar,808423
Dr. Pooja Agarwal,Endocrinologist,Agarwal Healthcare Clinic,"26, Road Lake, Lucknow",Lucknow,Uttar Pradesh,224608,"293, Nagar Gandhi, Lucknow",Lucknow,Uttar Pradesh,227096
Dr. Lakshmi Reddy,Dermatologist,Reddy Healthcare Clinic,"49, Sector Gandhi, Pune",Pune,Maharashtra,416360,"211, Layout Fort, Pune",Pune,Maharashtra,417070
Dr. Kavita Balakrishnan,Dentist,Balakrishnan Healthcare Clinic,"163, Road Gandhi, Bhopal",Bhopal,Madhya Pradesh,464753,"385, Sector Hill, Bhopal",Bhopal,Madhya Pradesh,465427
Dr. Rajinder Dhillon,Neurologist,Dhillon Healthcare Clinic,"295, Enclave Gandhi, Hyderabad",Hyderabad,Telangana,501705,"325, Sector Hill, Hyderabad",Hyderabad,Telangana,505115
Dr. Paul D’Souza,Dermatologist,D’Souza Healthcare Clinic,"213, Sector Rajiv, Patna",Patna,Bihar,802992,"444, Bazaar Rajiv, Patna",Patna,Bihar,804852
Dr. Rajinder Singh,Pediatrician,Singh Healthcare Clinic,"135, Enclave Model, Chandigarh",Chandigarh,Chandigarh,168374,"425, Nagar Fort, Chandigarh",Chandigarh,Chandigarh,162197
Dr. Nadeem Shaikh,Cardiologist,Shaikh Healthcare Clinic,"200, Lane Hill, Surat",Surat,Gujarat,398918,"148, Enclave Lake, Surat",Surat,Gujarat,393618
Dr. Sneha Rangan,Urologist,Rangan Healthcare Clinic,"91, Road Shastri, Mumbai",Mumbai,Maharashtra,403464,"397, Layout Central, Mumbai",Mumbai,Maharashtra,404359
Dr. Aamir Chaudhary,Orthopedic Surgeon,Chaudhary Healthcare Clinic,"8, Lane Shastri, Bengaluru",Bengaluru,Karnataka,568451,"192, Sector Shastri, Bengaluru",Bengaluru,Karnataka,563995
Dr. Anjali Sharma,Rheumatologist,Sharma Healthcare Clinic,"228, Nagar Green, Surat",Surat,Gujarat,398861,"174, Layout Model, Surat",Surat,Gujarat,393263
Dr. Divya Mishra,Dentist,Mishra Healthcare Clinic,"295, Enclave Central, Chandigarh",Chandigarh,Chandigarh,164185,"377, Nagar Shastri, Chandigarh",Chandigarh,Chandigarh,169222
Dr. Joseph Dias,Gastroenterologist,Dias Healthcare Clinic,"81, Sector Shastri, Hyderabad",Hyderabad,Telangana,508317,"491, Nagar Central, Hyderabad",Hyderabad,Telangana,502965
Dr. Naveen Tiwari,Urologist,Tiwari Healthcare Clinic,"57, Lane Fort, Kolkata",Kolkata,West Bengal,708970,"2, Nagar Shastri, Kolkata",Kolkata,West Bengal,706833
Dr. Paul Gomes,ENT Specialist,Gomes Healthcare Clinic,"168, Sector Lake, Mumbai",Mumbai,Maharashtra,403735,"365, Colony Green, Mumbai",Mumbai,Maharashtra,409832
Dr. Pooja Tiwari,Oncologist,Tiwari Healthcare Clinic,"28, Layout Shastri, Pune",Pune,Maharashtra,415986,"24, Colony Lake, Pune",Pune,Maharashtra,414105
Dr. Paul Gomes,Psychiatrist,Gomes Healthcare Clinic,"259, Road Green, Pune",Pune,Maharashtra,410774,"389, Layout Lake, Pune",Pune,Maharashtra,416438
Dr. Nadeem Qureshi,Physiotherapist,Qureshi Healthcare Clinic,"80, Enclave Hill, Jaipur",Jaipur,Rajasthan,300313,"98, Layout Rajiv, Jaipur",Jaipur,Rajasthan,308564
Dr. Amrit Kaur,Oncologist,Kaur Healthcare Clinic,"126, Colony Garden, Surat",Surat,Gujarat,390766,"264, Enclave Rajiv, Surat",Surat,Gujarat,395450
Dr. Vikram Dwivedi,Pulmonologist,Dwivedi Healthcare Clinic,"172, Sector Central, Chennai",Chennai,Tamil Nadu,601931,"286, Colony Model, Chennai",Chennai,Tamil Nadu,607645
Dr. Manjit Kaur,Dermatologist,Kaur Healthcare Clinic,"248, Road Green, Mumbai",Mumbai,Maharashtra,404213,"241, Layout Garden, Mumbai",Mumbai,Maharashtra,401756
Dr. Divya Mishra,Pulmonologist,Mishra Healthcare Clinic,"6, Sector Model, Jaipur",Jaipur,Rajasthan,304197,"183, Bazaar Hill, Jaipur",Jaipur,Rajasthan,308259
Dr. Khalid Syed,ENT Specialist,Syed Healthcare Clinic,"107, Lane Green, Coimbatore",Coimbatore,Tamil Nadu,644556,"307, Bazaar Fort, Coimbatore",Coimbatore,Tamil Nadu,646177
Dr. Divya Saxena,Psychiatrist,Saxena Healthcare Clinic,"194, Sector Green, Patna",Patna,Bihar,807699,"135, Nagar Shastri, Patna",Patna,Bihar,800109
Dr. Mary Pereira,Cardiologist,Pereira Healthcare Clinic,"224, Layout Hill, Ahmedabad",Ahmedabad,Gujarat,382520,"183, Colony Hill, Ahmedabad",Ahmedabad,Gujarat,389594
Dr. Aamir Pathan,General Physician,Pathan Healthcare Clinic,"187, Nagar Fort, Pune",Pune,Maharashtra,410298,"71, Bazaar Garden, Pune",Pune,Maharashtra,415383
Dr. Parminder Brar,Neurologist,Brar Healthcare Clinic,"215, Road Hill, Surat",Surat,Gujarat,390840,"112, Nagar Fort, Surat",Surat,Gujarat,393216
Dr. Parminder Pannu,Orthopedic Surgeon,Pannu Healthcare Clinic,"162, Colony Green, Chandigarh",Chandigarh,Chandigarh,169068,"35, Layout Central, Chandigarh",Chandigarh,Chandigarh,163999
Dr. Navjot Sidhu,Gynecologist,Sidhu Healthcare Clinic,"118, Layout Rajiv, Kochi",Kochi,Kerala,683427,"490, Enclave Model, Kochi",Kochi,Kerala,689820
Dr. Irfan Syed,Dermatologist,Syed Healthcare Clinic,"276, Enclave Model, Kochi",Kochi,Kerala,682962,"308, Lane Model, Kochi",Kochi,Kerala,684755
Dr. Amit Mishra,Dentist,Mishra Healthcare Clinic,"156, Lane Central, Coimbatore",Coimbatore,Tamil Nadu,644461,"373, Lane Model, Coimbatore",Coimbatore,Tamil Nadu,647365
Dr. Harpreet Sidhu,Gastroenterologist,Sidhu Healthcare Clinic,"295, Bazaar Lake, Mumbai",Mumbai,Maharashtra,408749,"35, Road Central, Mumbai",Mumbai,Maharashtra,406379
Dr. Parveen Chaudhary,Ophthalmologist,Chaudhary Healthcare Clinic,"198, Nagar Rajiv, Pune",Pune,Maharashtra,413286,"396, Road Rajiv, Pune",Pune,Maharashtra,415621
Dr. Simran Dhillon,Plastic Surgeon,Dhillon Healthcare Clinic,"27, Sector Green, Chennai",Chennai,Tamil Nadu,601794,"362, Lane Central, Chennai",Chennai,Tamil Nadu,607033
Dr. Teresa Carvalho,Dermatologist,Carvalho Healthcare Clinic,"83, Nagar Hill, Coimbatore",Coimbatore,Tamil Nadu,648294,"234, Lane Gandhi, Coimbatore",Coimbatore,Tamil Nadu,646952
Dr. Christopher D’Souza,Endocrinologist,D’Souza Healthcare Clinic,"260, Lane Shastri, Indore",Indore,Madhya Pradesh,453794,"211, Layout Green, Indore",Indore,Madhya Pradesh,451149
Dr. Rajesh Joshi,Plastic Surgeon,Joshi Healthcare Clinic,"226, Bazaar Lake, Indore",Indore,Madhya Pradesh,451808,"482, Colony Fort, Indore",Indore,Madhya Pradesh,455368
Dr. Manjit Pannu,Orthopedic Surgeon,Pannu Healthcare Clinic,"61, Colony Lake, Kolkata",Kolkata,West Bengal,709211,"320, Enclave Shastri, Kolkata",Kolkata,West Bengal,704231
Dr. Christopher D’Souza,Physiotherapist,D’Souza Healthcare Clinic,"14, Road Gandhi, Patna",Patna,Bihar,805696,"347, Enclave Central, Patna",Patna,Bihar,803167
Dr. Simran Singh,Dentist,Singh Healthcare Clinic,"234, Bazaar Model, Ahmedabad",Ahmedabad,Gujarat,382031,"272, Enclave Central, Ahmedabad",Ahmedabad,Gujarat,389264
Dr. Parminder Singh,Pulmonologist,Singh Healthcare Clinic,"223, Road Green, Chennai",Chennai,Tamil Nadu,608969,"364, Nagar Green, Chennai",Chennai,Tamil Nadu,605004
Dr. Rajesh Sharma,Dentist,Sharma Healthcare Clinic,"228, Enclave Fort, Mumbai",Mumbai,Maharashtra,400739,"77, Layout Gandhi, Mumbai",Mumbai,Maharashtra,400834
Dr. Amrit Singh,Ophthalmologist,Singh Healthcare Clinic,"82, Bazaar Hill, Coimbatore",Coimbatore,Tamil Nadu,642643,"91, Enclave Green, Coimbatore",Coimbatore,Tamil Nadu,642520
Dr. Simran Sidhu,Dentist,Sidhu Healthcare Clinic,"295, Colony Central, Coimbatore",Coimbatore,Tamil Nadu,641882,"409, Lane Model, Coimbatore",Coimbatore,Tamil Nadu,646734
Dr. Jaspreet Sidhu,Ophthalmologist,Sidhu Healthcare Clinic,"261, Lane Hill, Bhopal",Bhopal,Madhya Pradesh,463987,"489, Lane Gandhi, Bhopal",Bhopal,Madhya Pradesh,460980
Dr. Shabana Dar,Neurologist,Dar Healthcare Clinic,"29, Bazaar Lake, Bhopal",Bhopal,Madhya Pradesh,467529,"62, Enclave Model, Bhopal",Bhopal,Madhya Pradesh,466574
Dr. Amit Chaturvedi,Oncologist,Chaturvedi Healthcare Clinic,"11, Road Rajiv, Pune",Pune,Maharashtra,412585,"180, Bazaar Rajiv, Pune",Pune,Maharashtra,410765
Dr. Farah Qureshi,Pediatrician,Qureshi Healthcare Clinic,"204, Lane Lake, Surat",Surat,Gujarat,395769,"76, Lane Rajiv, Surat",Surat,Gujarat,397173
Dr. Sunita Chaturvedi,Gastroenterologist,Chaturvedi Healthcare Clinic,"53, Lane Fort, Chandigarh",Chandigarh,Chandigarh,163489,"380, Enclave Rajiv, Chandigarh",Chandigarh,Chandigarh,166724
Dr. Irfan Chaudhary,Gynecologist,Chaudhary Healthcare Clinic,"151, Layout Hill, Delhi",Delhi,Delhi,118974,"323, Nagar Lake, Delhi",Delhi,Delhi,116671
Dr. Navjot Gill,Gynecologist,Gill Healthcare Clinic,"18, Colony Central, Chandigarh",Chandigarh,Chandigarh,165111,"127, Nagar Fort, Chandigarh",Chandigarh,Chandigarh,163803
Dr. Mary Lobo,Nephrologist,Lobo Healthcare Clinic,"216, Road Lake, Lucknow",Lucknow,Uttar Pradesh,222066,"172, Bazaar Rajiv, Lucknow",Lucknow,Uttar Pradesh,224632
Dr. Parminder Pannu,Gynecologist,Pannu Healthcare Clinic,"105, Bazaar Garden, Mumbai",Mumbai,Maharashtra,400351,"201, Nagar Central, Mumbai",Mumbai,Maharashtra,405749
Dr. Sunita Tripathi,Orthopedic Surgeon,Tripathi Healthcare Clinic,"132, Sector Garden, Pune",Pune,Maharashtra,417721,"116, Nagar Shastri, Pune",Pune,Maharashtra,412535
Dr. Rakesh Tripathi,Ophthalmologist,Tripathi Healthcare Clinic,"208, Enclave Green, Surat",Surat,Gujarat,390069,"167, Layout Shastri, Surat",Surat,Gujarat,394550
Dr. Sneha Rangan,Gastroenterologist,Rangan Healthcare Clinic,"114, Enclave Model, Jaipur",Jaipur,Rajasthan,302730,"484, Bazaar Gandhi, Jaipur",Jaipur,Rajasthan,307640
Dr. Peter Lobo,Plastic Surgeon,Lobo Healthcare Clinic,"123, Sector Central, Bengaluru",Bengaluru,Karnataka,567423,"115, Colony Gandhi, Bengaluru",Bengaluru,Karnataka,563663
Dr. Parminder Pannu,Plastic Surgeon,Pannu Healthcare Clinic,"152, Enclave Central, Patna",Patna,Bihar,806099,"69, Bazaar Gandhi, Patna",Patna,Bihar,805165
Dr. Rajesh Chaturvedi,Cardiologist,Chaturvedi Healthcare Clinic,"188, Lane Rajiv, Bhopal",Bhopal,Madhya Pradesh,465966,"494, Colony Garden, Bhopal",Bhopal,Madhya Pradesh,466119
Dr. Naveen Tripathi,Plastic Surgeon,Tripathi Healthcare Clinic,"137, Road Gandhi, Coimbatore",Coimbatore,Tamil Nadu,642075,"396, Layout Central, Coimbatore",Coimbatore,Tamil Nadu,649612
Dr. Rebecca Almeida,Rheumatologist,Almeida Healthcare Clinic,"163, Bazaar Garden, Hyderabad",Hyderabad,Telangana,502465,"448, Bazaar Model, Hyderabad",Hyderabad,Telangana,505138
Dr. Harpreet Singh,Endocrinologist,Singh Healthcare Clinic,"172, Enclave Gandhi, Hyderabad",Hyderabad,Telangana,505999,"45, Lane Garden, Hyderabad",Hyderabad,Telangana,507319
Dr. Farah Dar,General Physician,Dar Healthcare Clinic,"267, Road Garden, Coimbatore",Coimbatore,Tamil Nadu,645481,"112, Nagar Shastri, Coimbatore",Coimbatore,Tamil Nadu,647443
Dr. Lakshmi Naidu,ENT Specialist,Naidu Healthcare Clinic,"11, Nagar Garden, Kochi",Kochi,Kerala,688069,"217, Colony Gandhi, Kochi",Kochi,Kerala,683233
Dr. Arshad Shaikh,Endocrinologist,Shaikh Healthcare Clinic,"193, Nagar Central, Jaipur",Jaipur,Rajasthan,302436,"481, Bazaar Central, Jaipur",Jaipur,Rajasthan,304067
Dr. Kavita Menon,Dentist,Menon Healthcare Clinic,"21, Nagar Rajiv, Chandigarh",Chandigarh,Chandigarh,161756,"139, Nagar Shastri, Chandigarh",Chandigarh,Chandigarh,169549
Dr. Gurpreet Chahal,Plastic Surgeon,Chahal Healthcare Clinic,"23, Road Model, Jaipur",Jaipur,Rajasthan,307330,"394, Road Hill, Jaipur",Jaipur,Rajasthan,301956
Dr. Suresh Balakrishnan,Pediatrician,Balakrishnan Healthcare Clinic,"128, Sector Rajiv, Coimbatore",Coimbatore,Tamil Nadu,648539,"437, Sector Central, Coimbatore",Coimbatore,Tamil Nadu,648437
Dr. Christopher Almeida,Cardiologist,Almeida Healthcare Clinic,"261, Sector Hill, Indore",Indore,Madhya Pradesh,451978,"138, Sector Model, Indore",Indore,Madhya Pradesh,453549
Dr. Aamir Mirza,Dermatologist,Mirza Healthcare Clinic,"25, Enclave Fort, Chennai",Chennai,Tamil Nadu,603626,"175, Bazaar Garden, Chennai",Chennai,Tamil Nadu,609671
Dr. Sunita Mishra,Psychiatrist,Mishra Healthcare Clinic,"50, Bazaar Fort, Bengaluru",Bengaluru,Karnataka,569312,"156, Bazaar Rajiv, Bengaluru",Bengaluru,Karnataka,562246
Dr. Sunita Joshi,Rheumatologist,Joshi Healthcare Clinic,"217, Road Shastri, Chandigarh",Chandigarh,Chandigarh,168285,"59, Colony Central, Chandigarh",Chandigarh,Chandigarh,169273
Dr. Francis Rodrigues,Gynecologist,Rodrigues Healthcare Clinic,"235, Road Garden, Mumbai",Mumbai,Maharashtra,408343,"422, Road Garden, Mumbai",Mumbai,Maharashtra,405259
